Installing dependencies from requirements.txt...
Loading dataset: tatsu-lab/alpaca
Total samples loaded: 52002
Dropped 28 samples with empty output fields.
Train dataset size:      46776
Validation dataset size: 5198
Output directory: ./sft-lora-Phi-3.5-mini-instruct-alpaca-r32-a64-d0.05-lr1.0e-04-wd0.01
Train dataset size:      46776
Validation dataset size: 5198
Max sequence length: 131072
{'eval_loss': '1.873', 'eval_runtime': '189', 'eval_samples_per_second': '27.5', 'eval_steps_per_second': '6.878', 'eval_entropy': '1.123', 'eval_num_tokens': '0', 'eval_mean_token_accuracy': '0.6057', 'epoch': 0}
{'loss': '1.811', 'grad_norm': '2.858', 'learning_rate': '0', 'entropy': '1.138', 'num_tokens': '4504', 'mean_token_accuracy': '0.6026', 'epoch': '0.0006841'}
{'loss': '0.8494', 'grad_norm': '0.2184', 'learning_rate': '3.394e-05', 'entropy': '0.8559', 'num_tokens': '6.064e+05', 'mean_token_accuracy': '0.7751', 'epoch': '0.1026'}
{'eval_loss': '0.8395', 'eval_runtime': '188.4', 'eval_samples_per_second': '27.6', 'eval_steps_per_second': '6.902', 'eval_entropy': '0.8422', 'eval_num_tokens': '6.064e+05', 'eval_mean_token_accuracy': '0.7755', 'epoch': '0.1026'}
{'loss': '0.8375', 'grad_norm': '0.2284', 'learning_rate': '3.508e-05', 'entropy': '0.8266', 'num_tokens': '6.26e+05', 'mean_token_accuracy': '0.7784', 'epoch': '0.106'}
{'loss': '0.8443', 'grad_norm': '0.2082', 'learning_rate': '3.622e-05', 'entropy': '0.8475', 'num_tokens': '6.465e+05', 'mean_token_accuracy': '0.7725', 'epoch': '0.1095'}
{'loss': '0.8345', 'grad_norm': '0.2507', 'learning_rate': '3.736e-05', 'entropy': '0.8316', 'num_tokens': '6.664e+05', 'mean_token_accuracy': '0.7792', 'epoch': '0.1129'}
{'loss': '0.8352', 'grad_norm': '0.2529', 'learning_rate': '3.85e-05', 'entropy': '0.8389', 'num_tokens': '6.86e+05', 'mean_token_accuracy': '0.7813', 'epoch': '0.1163'}
{'loss': '0.8205', 'grad_norm': '0.2443', 'learning_rate': '3.964e-05', 'entropy': '0.8309', 'num_tokens': '7.064e+05', 'mean_token_accuracy': '0.7792', 'epoch': '0.1197'}
{'loss': '0.8469', 'grad_norm': '0.2182', 'learning_rate': '4.077e-05', 'entropy': '0.8494', 'num_tokens': '7.278e+05', 'mean_token_accuracy': '0.7724', 'epoch': '0.1231'}
{'loss': '0.8708', 'grad_norm': '0.2415', 'learning_rate': '4.191e-05', 'entropy': '0.8627', 'num_tokens': '7.496e+05', 'mean_token_accuracy': '0.766', 'epoch': '0.1266'}
{'loss': '0.8706', 'grad_norm': '0.2141', 'learning_rate': '4.305e-05', 'entropy': '0.8727', 'num_tokens': '7.703e+05', 'mean_token_accuracy': '0.7699', 'epoch': '0.13'}
{'loss': '0.8564', 'grad_norm': '0.2351', 'learning_rate': '4.419e-05', 'entropy': '0.8545', 'num_tokens': '7.91e+05', 'mean_token_accuracy': '0.7714', 'epoch': '0.1334'}
{'loss': '0.8119', 'grad_norm': '0.2085', 'learning_rate': '4.533e-05', 'entropy': '0.8125', 'num_tokens': '8.115e+05', 'mean_token_accuracy': '0.783', 'epoch': '0.1368'}
{'eval_loss': '0.8334', 'eval_runtime': '188.3', 'eval_samples_per_second': '27.6', 'eval_steps_per_second': '6.903', 'eval_entropy': '0.8391', 'eval_num_tokens': '8.115e+05', 'eval_mean_token_accuracy': '0.7769', 'epoch': '0.1368'}
{'loss': '0.8966', 'grad_norm': '0.2262', 'learning_rate': '4.647e-05', 'entropy': '0.8689', 'num_tokens': '8.331e+05', 'mean_token_accuracy': '0.767', 'epoch': '0.1402'}
{'loss': '0.8315', 'grad_norm': '0.2332', 'learning_rate': '4.761e-05', 'entropy': '0.8373', 'num_tokens': '8.54e+05', 'mean_token_accuracy': '0.7774', 'epoch': '0.1437'}
{'loss': '0.9246', 'grad_norm': '0.231', 'learning_rate': '4.875e-05', 'entropy': '0.9082', 'num_tokens': '8.759e+05', 'mean_token_accuracy': '0.7596', 'epoch': '0.1471'}
{'loss': '0.8124', 'grad_norm': '0.2509', 'learning_rate': '4.989e-05', 'entropy': '0.8041', 'num_tokens': '8.946e+05', 'mean_token_accuracy': '0.7867', 'epoch': '0.1505'}
{'loss': '0.8241', 'grad_norm': '0.2319', 'learning_rate': '5.103e-05', 'entropy': '0.8302', 'num_tokens': '9.136e+05', 'mean_token_accuracy': '0.7833', 'epoch': '0.1539'}
{'loss': '0.8504', 'grad_norm': '0.2372', 'learning_rate': '5.216e-05', 'entropy': '0.8369', 'num_tokens': '9.336e+05', 'mean_token_accuracy': '0.7753', 'epoch': '0.1573'}
{'loss': '0.8294', 'grad_norm': '0.225', 'learning_rate': '5.33e-05', 'entropy': '0.8325', 'num_tokens': '9.552e+05', 'mean_token_accuracy': '0.7763', 'epoch': '0.1608'}
{'loss': '0.848', 'grad_norm': '0.2367', 'learning_rate': '5.444e-05', 'entropy': '0.8547', 'num_tokens': '9.757e+05', 'mean_token_accuracy': '0.7769', 'epoch': '0.1642'}
{'loss': '0.8548', 'grad_norm': '0.26', 'learning_rate': '5.558e-05', 'entropy': '0.8522', 'num_tokens': '9.96e+05', 'mean_token_accuracy': '0.776', 'epoch': '0.1676'}
{'loss': '0.8422', 'grad_norm': '0.233', 'learning_rate': '5.672e-05', 'entropy': '0.8527', 'num_tokens': '1.016e+06', 'mean_token_accuracy': '0.7732', 'epoch': '0.171'}
{'eval_loss': '0.8302', 'eval_runtime': '188.3', 'eval_samples_per_second': '27.6', 'eval_steps_per_second': '6.902', 'eval_entropy': '0.8363', 'eval_num_tokens': '1.016e+06', 'eval_mean_token_accuracy': '0.7771', 'epoch': '0.171'}
{'loss': '0.8327', 'grad_norm': '0.2222', 'learning_rate': '5.786e-05', 'entropy': '0.8185', 'num_tokens': '1.037e+06', 'mean_token_accuracy': '0.7862', 'epoch': '0.1744'}
{'loss': '0.8692', 'grad_norm': '0.201', 'learning_rate': '5.9e-05', 'entropy': '0.8665', 'num_tokens': '1.059e+06', 'mean_token_accuracy': '0.7688', 'epoch': '0.1779'}
{'loss': '0.8286', 'grad_norm': '0.2191', 'learning_rate': '6.014e-05', 'entropy': '0.8338', 'num_tokens': '1.08e+06', 'mean_token_accuracy': '0.7758', 'epoch': '0.1813'}
{'loss': '0.8634', 'grad_norm': '0.2314', 'learning_rate': '6.128e-05', 'entropy': '0.8542', 'num_tokens': '1.101e+06', 'mean_token_accuracy': '0.772', 'epoch': '0.1847'}
{'loss': '0.8159', 'grad_norm': '0.2449', 'learning_rate': '6.241e-05', 'entropy': '0.8261', 'num_tokens': '1.119e+06', 'mean_token_accuracy': '0.7884', 'epoch': '0.1881'}
{'loss': '0.8216', 'grad_norm': '0.2263', 'learning_rate': '6.355e-05', 'entropy': '0.8166', 'num_tokens': '1.139e+06', 'mean_token_accuracy': '0.7816', 'epoch': '0.1916'}
{'loss': '0.833', 'grad_norm': '0.2126', 'learning_rate': '6.469e-05', 'entropy': '0.8318', 'num_tokens': '1.159e+06', 'mean_token_accuracy': '0.7736', 'epoch': '0.195'}
{'loss': '0.8373', 'grad_norm': '0.215', 'learning_rate': '6.583e-05', 'entropy': '0.8618', 'num_tokens': '1.18e+06', 'mean_token_accuracy': '0.7752', 'epoch': '0.1984'}
{'loss': '0.8568', 'grad_norm': '0.2289', 'learning_rate': '6.697e-05', 'entropy': '0.8553', 'num_tokens': '1.201e+06', 'mean_token_accuracy': '0.7697', 'epoch': '0.2018'}
{'loss': '0.8539', 'grad_norm': '0.2263', 'learning_rate': '6.811e-05', 'entropy': '0.8414', 'num_tokens': '1.221e+06', 'mean_token_accuracy': '0.7776', 'epoch': '0.2052'}
{'eval_loss': '0.8276', 'eval_runtime': '188.3', 'eval_samples_per_second': '27.6', 'eval_steps_per_second': '6.903', 'eval_entropy': '0.8498', 'eval_num_tokens': '1.221e+06', 'eval_mean_token_accuracy': '0.7772', 'epoch': '0.2052'}
{'loss': '0.8407', 'grad_norm': '0.2215', 'learning_rate': '6.925e-05', 'entropy': '0.8393', 'num_tokens': '1.24e+06', 'mean_token_accuracy': '0.7813', 'epoch': '0.2087'}
{'loss': '0.8633', 'grad_norm': '0.211', 'learning_rate': '7.039e-05', 'entropy': '0.8516', 'num_tokens': '1.261e+06', 'mean_token_accuracy': '0.7764', 'epoch': '0.2121'}
{'loss': '0.8276', 'grad_norm': '0.2076', 'learning_rate': '7.153e-05', 'entropy': '0.829', 'num_tokens': '1.28e+06', 'mean_token_accuracy': '0.7822', 'epoch': '0.2155'}
{'loss': '0.8216', 'grad_norm': '0.1984', 'learning_rate': '7.267e-05', 'entropy': '0.8218', 'num_tokens': '1.3e+06', 'mean_token_accuracy': '0.7821', 'epoch': '0.2189'}
{'loss': '0.8331', 'grad_norm': '0.2275', 'learning_rate': '7.38e-05', 'entropy': '0.8395', 'num_tokens': '1.321e+06', 'mean_token_accuracy': '0.7807', 'epoch': '0.2223'}
{'loss': '0.889', 'grad_norm': '0.2109', 'learning_rate': '7.494e-05', 'entropy': '0.8891', 'num_tokens': '1.342e+06', 'mean_token_accuracy': '0.7662', 'epoch': '0.2258'}
{'loss': '0.8032', 'grad_norm': '0.216', 'learning_rate': '7.608e-05', 'entropy': '0.8091', 'num_tokens': '1.362e+06', 'mean_token_accuracy': '0.7825', 'epoch': '0.2292'}
{'loss': '0.8569', 'grad_norm': '0.2167', 'learning_rate': '7.722e-05', 'entropy': '0.8451', 'num_tokens': '1.382e+06', 'mean_token_accuracy': '0.7781', 'epoch': '0.2326'}
{'loss': '0.7868', 'grad_norm': '0.2087', 'learning_rate': '7.836e-05', 'entropy': '0.8193', 'num_tokens': '1.403e+06', 'mean_token_accuracy': '0.7841', 'epoch': '0.236'}
{'loss': '0.8241', 'grad_norm': '0.3382', 'learning_rate': '7.95e-05', 'entropy': '0.8115', 'num_tokens': '1.423e+06', 'mean_token_accuracy': '0.7804', 'epoch': '0.2394'}
{'eval_loss': '0.8264', 'eval_runtime': '188.3', 'eval_samples_per_second': '27.61', 'eval_steps_per_second': '6.905', 'eval_entropy': '0.8228', 'eval_num_tokens': '1.423e+06', 'eval_mean_token_accuracy': '0.7777', 'epoch': '0.2394'}
{'loss': '0.8499', 'grad_norm': '0.1974', 'learning_rate': '8.064e-05', 'entropy': '0.8462', 'num_tokens': '1.443e+06', 'mean_token_accuracy': '0.7751', 'epoch': '0.2429'}
{'loss': '0.8341', 'grad_norm': '0.2078', 'learning_rate': '8.178e-05', 'entropy': '0.8759', 'num_tokens': '1.464e+06', 'mean_token_accuracy': '0.7803', 'epoch': '0.2463'}
{'loss': '0.8718', 'grad_norm': '0.2108', 'learning_rate': '8.292e-05', 'entropy': '0.8578', 'num_tokens': '1.485e+06', 'mean_token_accuracy': '0.7687', 'epoch': '0.2497'}
{'loss': '0.8546', 'grad_norm': '0.1971', 'learning_rate': '8.405e-05', 'entropy': '0.8319', 'num_tokens': '1.506e+06', 'mean_token_accuracy': '0.7736', 'epoch': '0.2531'}
{'loss': '0.8715', 'grad_norm': '0.1825', 'learning_rate': '8.519e-05', 'entropy': '0.859', 'num_tokens': '1.527e+06', 'mean_token_accuracy': '0.7743', 'epoch': '0.2565'}
{'loss': '0.9085', 'grad_norm': '0.1866', 'learning_rate': '8.633e-05', 'entropy': '0.8909', 'num_tokens': '1.548e+06', 'mean_token_accuracy': '0.7668', 'epoch': '0.26'}
{'loss': '0.8416', 'grad_norm': '0.1915', 'learning_rate': '8.747e-05', 'entropy': '0.8323', 'num_tokens': '1.57e+06', 'mean_token_accuracy': '0.7735', 'epoch': '0.2634'}
{'loss': '0.827', 'grad_norm': '0.185', 'learning_rate': '8.861e-05', 'entropy': '0.8376', 'num_tokens': '1.591e+06', 'mean_token_accuracy': '0.779', 'epoch': '0.2668'}
{'loss': '0.8819', 'grad_norm': '0.2043', 'learning_rate': '8.975e-05', 'entropy': '0.8702', 'num_tokens': '1.612e+06', 'mean_token_accuracy': '0.7707', 'epoch': '0.2702'}
{'loss': '0.8098', 'grad_norm': '0.2097', 'learning_rate': '9.089e-05', 'entropy': '0.831', 'num_tokens': '1.632e+06', 'mean_token_accuracy': '0.7836', 'epoch': '0.2736'}
{'eval_loss': '0.8247', 'eval_runtime': '188.2', 'eval_samples_per_second': '27.61', 'eval_steps_per_second': '6.906', 'eval_entropy': '0.8286', 'eval_num_tokens': '1.632e+06', 'eval_mean_token_accuracy': '0.7782', 'epoch': '0.2736'}
{'loss': '0.8582', 'grad_norm': '0.2045', 'learning_rate': '9.203e-05', 'entropy': '0.8542', 'num_tokens': '1.653e+06', 'mean_token_accuracy': '0.7724', 'epoch': '0.2771'}
{'loss': '0.8846', 'grad_norm': '0.1852', 'learning_rate': '9.317e-05', 'entropy': '0.8768', 'num_tokens': '1.673e+06', 'mean_token_accuracy': '0.7714', 'epoch': '0.2805'}
{'loss': '0.796', 'grad_norm': '0.2034', 'learning_rate': '9.431e-05', 'entropy': '0.8248', 'num_tokens': '1.693e+06', 'mean_token_accuracy': '0.7846', 'epoch': '0.2839'}
{'loss': '0.8385', 'grad_norm': '0.2085', 'learning_rate': '9.544e-05', 'entropy': '0.8005', 'num_tokens': '1.713e+06', 'mean_token_accuracy': '0.783', 'epoch': '0.2873'}
{'loss': '0.8536', 'grad_norm': '0.1852', 'learning_rate': '9.658e-05', 'entropy': '0.8567', 'num_tokens': '1.733e+06', 'mean_token_accuracy': '0.7739', 'epoch': '0.2907'}
{'loss': '0.7859', 'grad_norm': '0.2072', 'learning_rate': '9.772e-05', 'entropy': '0.8279', 'num_tokens': '1.753e+06', 'mean_token_accuracy': '0.7897', 'epoch': '0.2942'}
{'loss': '0.8132', 'grad_norm': '0.1697', 'learning_rate': '9.886e-05', 'entropy': '0.8034', 'num_tokens': '1.772e+06', 'mean_token_accuracy': '0.7811', 'epoch': '0.2976'}
{'loss': '0.8741', 'grad_norm': '0.1833', 'learning_rate': '0.0001', 'entropy': '0.8574', 'num_tokens': '1.792e+06', 'mean_token_accuracy': '0.7686', 'epoch': '0.301'}
{'loss': '0.8498', 'grad_norm': '0.2065', 'learning_rate': '9.999e-05', 'entropy': '0.8826', 'num_tokens': '1.812e+06', 'mean_token_accuracy': '0.7718', 'epoch': '0.3044'}
{'loss': '0.8333', 'grad_norm': '0.1816', 'learning_rate': '9.998e-05', 'entropy': '0.8288', 'num_tokens': '1.832e+06', 'mean_token_accuracy': '0.7812', 'epoch': '0.3079'}
{'eval_loss': '0.8237', 'eval_runtime': '188.2', 'eval_samples_per_second': '27.62', 'eval_steps_per_second': '6.907', 'eval_entropy': '0.8186', 'eval_num_tokens': '1.832e+06', 'eval_mean_token_accuracy': '0.7783', 'epoch': '0.3079'}
{'loss': '0.8256', 'grad_norm': '0.1687', 'learning_rate': '9.995e-05', 'entropy': '0.8036', 'num_tokens': '1.853e+06', 'mean_token_accuracy': '0.7827', 'epoch': '0.3113'}
{'loss': '0.863', 'grad_norm': '0.197', 'learning_rate': '9.991e-05', 'entropy': '0.8451', 'num_tokens': '1.874e+06', 'mean_token_accuracy': '0.7758', 'epoch': '0.3147'}
{'loss': '0.7642', 'grad_norm': '0.1702', 'learning_rate': '9.985e-05', 'entropy': '0.7941', 'num_tokens': '1.893e+06', 'mean_token_accuracy': '0.7927', 'epoch': '0.3181'}
{'loss': '0.8738', 'grad_norm': '0.1861', 'learning_rate': '9.979e-05', 'entropy': '0.8561', 'num_tokens': '1.914e+06', 'mean_token_accuracy': '0.7714', 'epoch': '0.3215'}
{'loss': '0.8565', 'grad_norm': '0.1922', 'learning_rate': '9.971e-05', 'entropy': '0.8412', 'num_tokens': '1.934e+06', 'mean_token_accuracy': '0.7747', 'epoch': '0.325'}
{'loss': '0.8355', 'grad_norm': '0.1687', 'learning_rate': '9.962e-05', 'entropy': '0.8542', 'num_tokens': '1.954e+06', 'mean_token_accuracy': '0.7817', 'epoch': '0.3284'}
{'loss': '0.856', 'grad_norm': '0.1738', 'learning_rate': '9.952e-05', 'entropy': '0.8515', 'num_tokens': '1.974e+06', 'mean_token_accuracy': '0.7751', 'epoch': '0.3318'}
{'loss': '0.82', 'grad_norm': '0.1708', 'learning_rate': '9.941e-05', 'entropy': '0.8031', 'num_tokens': '1.993e+06', 'mean_token_accuracy': '0.7793', 'epoch': '0.3352'}
{'loss': '0.8235', 'grad_norm': '0.1603', 'learning_rate': '9.929e-05', 'entropy': '0.8262', 'num_tokens': '2.014e+06', 'mean_token_accuracy': '0.7792', 'epoch': '0.3386'}
{'loss': '0.8234', 'grad_norm': '0.1762', 'learning_rate': '9.915e-05', 'entropy': '0.8692', 'num_tokens': '2.036e+06', 'mean_token_accuracy': '0.7778', 'epoch': '0.3421'}
{'eval_loss': '0.8227', 'eval_runtime': '188.3', 'eval_samples_per_second': '27.61', 'eval_steps_per_second': '6.906', 'eval_entropy': '0.8404', 'eval_num_tokens': '2.036e+06', 'eval_mean_token_accuracy': '0.7786', 'epoch': '0.3421'}
{'loss': '0.8577', 'grad_norm': '0.201', 'learning_rate': '9.901e-05', 'entropy': '0.8452', 'num_tokens': '2.056e+06', 'mean_token_accuracy': '0.7744', 'epoch': '0.3455'}
{'loss': '0.8252', 'grad_norm': '0.1738', 'learning_rate': '9.885e-05', 'entropy': '0.7998', 'num_tokens': '2.076e+06', 'mean_token_accuracy': '0.7838', 'epoch': '0.3489'}
{'loss': '0.8533', 'grad_norm': '0.1579', 'learning_rate': '9.868e-05', 'entropy': '0.8641', 'num_tokens': '2.097e+06', 'mean_token_accuracy': '0.776', 'epoch': '0.3523'}
{'loss': '0.8389', 'grad_norm': '0.1584', 'learning_rate': '9.85e-05', 'entropy': '0.8756', 'num_tokens': '2.118e+06', 'mean_token_accuracy': '0.7779', 'epoch': '0.3557'}
{'loss': '0.7981', 'grad_norm': '0.172', 'learning_rate': '9.831e-05', 'entropy': '0.7888', 'num_tokens': '2.137e+06', 'mean_token_accuracy': '0.7849', 'epoch': '0.3592'}
{'loss': '0.8842', 'grad_norm': '0.1762', 'learning_rate': '9.81e-05', 'entropy': '0.8517', 'num_tokens': '2.157e+06', 'mean_token_accuracy': '0.7659', 'epoch': '0.3626'}
{'loss': '0.8127', 'grad_norm': '0.1565', 'learning_rate': '9.789e-05', 'entropy': '0.8333', 'num_tokens': '2.178e+06', 'mean_token_accuracy': '0.7823', 'epoch': '0.366'}
{'loss': '0.8229', 'grad_norm': '0.1622', 'learning_rate': '9.766e-05', 'entropy': '0.8318', 'num_tokens': '2.2e+06', 'mean_token_accuracy': '0.7842', 'epoch': '0.3694'}
{'loss': '0.7823', 'grad_norm': '0.1719', 'learning_rate': '9.742e-05', 'entropy': '0.7711', 'num_tokens': '2.221e+06', 'mean_token_accuracy': '0.7883', 'epoch': '0.3728'}
{'loss': '0.8241', 'grad_norm': '0.1619', 'learning_rate': '9.717e-05', 'entropy': '0.813', 'num_tokens': '2.241e+06', 'mean_token_accuracy': '0.7814', 'epoch': '0.3763'}
{'eval_loss': '0.8217', 'eval_runtime': '188.2', 'eval_samples_per_second': '27.62', 'eval_steps_per_second': '6.907', 'eval_entropy': '0.8318', 'eval_num_tokens': '2.241e+06', 'eval_mean_token_accuracy': '0.7786', 'epoch': '0.3763'}
{'loss': '0.839', 'grad_norm': '0.1596', 'learning_rate': '9.691e-05', 'entropy': '0.847', 'num_tokens': '2.261e+06', 'mean_token_accuracy': '0.7762', 'epoch': '0.3797'}
{'loss': '0.8893', 'grad_norm': '0.1589', 'learning_rate': '9.664e-05', 'entropy': '0.8823', 'num_tokens': '2.283e+06', 'mean_token_accuracy': '0.7667', 'epoch': '0.3831'}
{'loss': '0.8689', 'grad_norm': '0.1763', 'learning_rate': '9.636e-05', 'entropy': '0.8693', 'num_tokens': '2.305e+06', 'mean_token_accuracy': '0.768', 'epoch': '0.3865'}
{'loss': '0.8072', 'grad_norm': '0.1491', 'learning_rate': '9.607e-05', 'entropy': '0.8296', 'num_tokens': '2.326e+06', 'mean_token_accuracy': '0.7834', 'epoch': '0.3899'}
{'loss': '0.8539', 'grad_norm': '0.1536', 'learning_rate': '9.576e-05', 'entropy': '0.834', 'num_tokens': '2.347e+06', 'mean_token_accuracy': '0.7744', 'epoch': '0.3934'}
{'loss': '0.8357', 'grad_norm': '0.1626', 'learning_rate': '9.545e-05', 'entropy': '0.8181', 'num_tokens': '2.367e+06', 'mean_token_accuracy': '0.7796', 'epoch': '0.3968'}
{'loss': '0.8397', 'grad_norm': '0.1599', 'learning_rate': '9.512e-05', 'entropy': '0.84', 'num_tokens': '2.387e+06', 'mean_token_accuracy': '0.7788', 'epoch': '0.4002'}
